cliente;prodotto;anno_mese;grossvalue
C001662;M000251;202408;3865,88
C000607;M000267;202307;1206,75
C001666;M000255;202412;1316,23
C000969;M000419;202302;6040,98
C001437;M000291;202409;913,83
C001891;M000447;202302;2549,04
C001767;M000233;202306;2245,17
C001611;M000146;202402;5686,2
C001708;M000460;202409;7104,54
C001039;M000166;202409;424,64
C000417;M000432;202412;3052,56
C001653;M000345;202311;1874,67
C000907;M000482;202305;7194,04
C001278;M000001;202312;9625,56
C000384;M000448;202412;9843,36
C001246;M000158;202407;1506,18
C001571;M000109;202311;1241,23
C000273;M000255;202304;3506,49
C001144;M000103;202309;887,6
C001583;M000186;202304;1161,61
C000531;M000251;202403;281,91
C000466;M000185;202311;8448,65
C000639;M000296;202305;6531,29
C001370;M000266;202303;3983,49
C000438;M000150;202401;9551,49
C001740;M000071;202408;623,24
C000438;M000019;202412;916,62
C001888;M000179;202402;559,82
C000570;M000199;202407;826,69
C001172;M000309;202311;1734,29
C001443;M000499;202301;5240,22
C001799;M000147;202303;1892,81
C000198;M000004;202305;1330,52
C001389;M000397;202408;3005,9
C000956;M000228;202405;383,78
C000565;M000326;202412;5559,86
C000965;M000359;202310;2369,25
C000960;M000004;202303;6615,95
C001793;M000113;202302;1052,87
C001932;M000231;202407;3708,0
C000836;M000096;202311;5641,47
C000918;M000103;202403;9036,88
C000290;M000083;202407;4952,54
C000426;M000452;202409;5744,9
C000074;M000459;202310;3510,85
C000330;M000229;202307;8808,24
C000786;M000029;202405;3233,73
C001781;M000356;202304;3019,47
C000046;M000361;202409;7475,6
C000014;M000427;202411;7939,37
C000664;M000388;202302;1063,44
C001850;M000379;202302;4681,42
C000516;M000312;202410;826,3
C001354;M000171;202402;966,08
C001348;M000287;202306;5474,71
C000546;M000257;202310;9877,76
C000228;M000102;202309;1156,33
C000986;M000304;202302;3839,16
C001737;M000455;202304;2205,42
C000313;M000004;202307;1236,6
C000543;M000237;202309;1503,34
C001463;M000336;202304;664,61
C000205;M000349;202410;4952,91
C000379;M000483;202402;131,96
C001932;M000240;202301;5688,35
C001786;M000171;202402;220,31
C001480;M000265;202412;8233,27
C001157;M000450;202311;8452,99
C001687;M000045;202409;5647,19
C001545;M000132;202310;4806,75
C000618;M000229;202405;7610,24
C000155;M000016;202303;5986,87
C000728;M000299;202307;5670,19
C000544;M000485;202307;3485,28
C001293;M000052;202305;4444,27
C000396;M000026;202307;8283,91
C001321;M000381;202310;941,12
C001576;M000060;202405;2227,44
C001918;M000357;202401;9454,39
C000509;M000235;202312;3173,8
C000184;M000459;202402;5171,29
C001271;M000157;202307;2359,47
C001871;M000452;202407;1516,34
C000882;M000496;202405;4656,0
C000944;M000206;202302;6163,18
C001883;M000154;202405;8256,34
C001964;M000303;202304;9862,04
C000168;M000242;202407;7960,3
C001817;M000034;202405;4079,83
C001404;M000205;202407;5209,82
C001896;M000396;202301;1591,9
C001059;M000055;202310;5071,1
C000617;M000081;202304;9921,74
C001616;M000054;202411;9185,69
C000004;M000462;202308;487,7
C000454;M000411;202406;1997,21
C001508;M000114;202305;4650,71
C000415;M000475;202301;5488,42
C001135;M000382;202410;4919,01
C001193;M000015;202408;4971,54
C000567;M000053;202304;7010,17
C001737;M000288;202403;8489,22
C000762;M000327;202401;9642,85
C001692;M000412;202410;9553,02
C000622;M000445;202402;1829,29
C000791;M000422;202306;1878,79
C001337;M000315;202405;8339,7
C000122;M000389;202310;5661,3
C000723;M000247;202302;7874,23
C000543;M000114;202406;1883,48
C000949;M000424;202312;3098,73
C001203;M000319;202304;1136,25
C001386;M000456;202302;7492,93
C001769;M000006;202306;3572,11
C001776;M000154;202412;8538,06
C000951;M000409;202412;4348,98
C000010;M000098;202406;2879,84
C000644;M000317;202406;5320,71
C000322;M000447;202304;7506,66
C000065;M000468;202305;4404,66
C001636;M000079;202309;9688,72
C001546;M000101;202311;3414,39
C001583;M000092;202411;4616,52
C001005;M000342;202403;1404,45
C000382;M000459;202312;113,58
C001217;M000212;202301;9153,99
C000642;M000053;202409;5768,79
C000026;M000380;202401;7248,26
C000668;M000046;202302;2415,52
C001039;M000047;202305;4544,24
C000716;M000342;202303;1257,29
C001943;M000198;202401;2386,95
C000749;M000052;202411;1455,38
C000810;M000174;202407;2838,49
C001626;M000173;202412;5730,92
C001570;M000298;202402;4161,94
C001825;M000377;202301;6605,01
C001858;M000462;202406;4637,37
C001823;M000216;202305;5724,81
C000269;M000276;202309;1323,71
C001376;M000305;202311;7218,87
C001927;M000125;202405;1671,1
C000660;M000050;202307;776,1
C001244;M000370;202303;4441,46
C001490;M000296;202305;1615,12
C001192;M000374;202305;9803,36
C001932;M000404;202402;9856,36
C001706;M000369;202402;5350,44
C001653;M000391;202402;880,69
C000690;M000343;202402;8384,4
C001301;M000187;202301;774,12
C001349;M000355;202305;3809,21
C000069;M000409;202304;2080,89
C000192;M000463;202304;7450,55
C001748;M000396;202305;4145,46
C001493;M000476;202309;4873,27
C001621;M000156;202303;3741,2
C001208;M000214;202402;4926,11
C001787;M000286;202411;1408,46
C000020;M000156;202402;1544,46
C000044;M000469;202309;6891,2
C001323;M000300;202311;4183,45
C000041;M000381;202303;4445,53
C001849;M000190;202406;8650,99
C000737;M000017;202404;7922,79
C001409;M000317;202306;3138,38
C000795;M000115;202310;7259,86
C000402;M000301;202410;5286,74
C001404;M000293;202310;6345,87
C000702;M000382;202310;1629,05
C000936;M000207;202406;8591,49
C001713;M000314;202409;9124,08
C000748;M000472;202308;2849,29
C000876;M000061;202409;6727,87
C001433;M000041;202304;5533,5
C000039;M000215;202411;1314,4
C000053;M000395;202309;5262,15
C000883;M000349;202308;3842,0
C001278;M000493;202408;6037,06
C000844;M000061;202406;3540,25
C000490;M000036;202307;449,09
C001709;M000182;202305;8950,47
C001262;M000306;202301;1554,02
C001302;M000189;202304;3987,73
C001647;M000110;202309;7079,37
C000725;M000227;202404;4835,74
C000133;M000307;202309;1735,1
C000421;M000066;202410;5501,27
C000747;M000485;202305;801,39
C000608;M000261;202303;8113,12
C000938;M000114;202309;6734,96
C000683;M000124;202309;5723,45
C001019;M000494;202406;5624,68
C000829;M000274;202411;3134,77
C001948;M000257;202403;6105,71
C000429;M000183;202409;6606,11
C000186;M000097;202301;643,51
C000409;M000001;202312;5718,67
C001347;M000005;202412;9572,15
C000965;M000372;202405;3616,15
C000031;M000426;202308;3277,84
C000618;M000448;202305;6953,18
C000578;M000369;202403;9547,06
C000364;M000384;202308;2639,2
C001762;M000124;202401;4517,26
C001226;M000198;202408;1956,92
C001331;M000011;202403;3726,46
C000210;M000369;202304;4303,78
C000698;M000432;202307;4142,2
C001182;M000055;202411;1402,49
C000082;M000171;202306;4697,85
C001256;M000116;202401;8085,94
C000471;M000025;202303;1748,28
C000228;M000048;202304;7701,62
C000894;M000464;202411;4643,55
C000252;M000075;202306;8884,72
C001172;M000191;202301;8599,78
C000642;M000469;202412;6912,79
C001234;M000422;202306;8395,31
C001616;M000257;202303;1433,99
C000241;M000388;202301;8834,94
C000184;M000467;202411;3844,91
C000323;M000264;202404;6738,6
C001143;M000125;202308;7423,58
C000422;M000006;202409;6475,53
C000021;M000481;202401;496,92
C001809;M000413;202310;5245,26
C001626;M000202;202307;3277,33
C000422;M000256;202405;1088,63
C001781;M000250;202406;2461,74
C001133;M000076;202403;5916,78
C000232;M000124;202408;3231,94
C001211;M000203;202307;1366,35
C000837;M000496;202406;5274,59
C000722;M000197;202305;5113,52
C000448;M000241;202310;7159,48
C001453;M000239;202311;6837,22
C000315;M000381;202404;6332,52
C000246;M000196;202409;5354,3
C000868;M000401;202405;2469,95
C000833;M000077;202309;4358,0
C000022;M000025;202310;9379,32
C001149;M000407;202310;9757,47
C000077;M000386;202308;6003,34
C001980;M000195;202309;8781,53
C000076;M000297;202406;3727,88
C000046;M000496;202409;7985,17
C001793;M000482;202401;533,11
C000955;M000152;202312;4315,8
C001131;M000492;202306;3771,55
C000666;M000311;202407;143,15
C001064;M000475;202408;6171,94
C001652;M000473;202308;5546,21
C001486;M000079;202404;9911,44
C001821;M000249;202303;8002,99
C001593;M000167;202412;5264,61
C000187;M000129;202401;1367,13
C001106;M000092;202411;6311,19
C000079;M000018;202304;6338,42
C001834;M000006;202312;675,63
C000066;M000078;202410;1285,74
C001751;M000084;202412;6336,47
C001512;M000301;202308;3368,56
C000696;M000249;202305;1975,31
C001105;M000312;202306;8459,19
C000003;M000466;202408;2509,53
C001655;M000072;202410;8827,37
C000848;M000171;202307;9928,68
C001239;M000233;202411;2475,88
C000299;M000042;202409;8014,67
C001510;M000213;202304;2481,39
C001465;M000055;202403;704,67
C001500;M000345;202308;8601,71
C001916;M000372;202409;568,02
C000743;M000064;202410;9041,3
C000470;M000032;202302;6222,61
C000883;M000169;202305;4614,79
C000866;M000272;202409;6548,41
C000670;M000016;202308;6869,5
C000735;M000142;202310;121,79
C000527;M000345;202406;7561,9
C001950;M000381;202307;3178,68
C000238;M000465;202305;7497,22
C000492;M000072;202306;9185,68
C000038;M000467;202312;5780,2
C000741;M000089;202307;5530,52
C000517;M000196;202305;8578,7
C000238;M000235;202405;4992,13
C001833;M000210;202412;4774,04
C000099;M000233;202304;7218,67
C001124;M000260;202410;5846,08
C001920;M000459;202401;6078,76
C001762;M000273;202402;5708,57
C000302;M000277;202407;6257,56
C000485;M000333;202310;113,05
C001634;M000200;202407;832,58
C000414;M000019;202408;5583,82
C000133;M000358;202308;4581,51
C001513;M000233;202410;2833,82
C000169;M000473;202306;9936,62
C000382;M000112;202301;9021,83
C001365;M000207;202304;9195,53
C000661;M000308;202410;5571,04
C000890;M000405;202401;4900,94
C001831;M000040;202404;9012,75
C000243;M000484;202411;2819,03
C001847;M000139;202412;4187,91
C001183;M000436;202312;3585,28
C000821;M000396;202301;4786,1
C000789;M000191;202304;855,87
C000241;M000130;202407;4350,1
C001396;M000476;202401;1423,64
C001072;M000029;202312;5185,5
C000577;M000471;202310;3178,91
C001892;M000201;202305;7296,76
C000240;M000415;202308;1934,96
C001649;M000083;202309;8144,52
C000463;M000027;202307;1241,97
C001257;M000447;202312;6815,03
C001041;M000122;202303;6736,57
C000869;M000412;202407;7918,48
C001020;M000253;202308;5291,33
C000781;M000366;202409;4721,67
C000984;M000162;202306;4316,84
C000220;M000454;202307;2335,86
C000732;M000379;202410;6742,13
C001919;M000009;202408;348,13
C001259;M000210;202410;4929,16
C001547;M000192;202304;5131,2
C001292;M000145;202411;9782,04
C000835;M000492;202411;534,29
C001702;M000292;202304;328,02
C000893;M000383;202306;3038,44
C000913;M000278;202301;507,71
C001534;M000442;202401;5298,89
C001809;M000153;202303;7390,79
C000967;M000388;202412;8188,16
C000230;M000260;202406;9179,51
C000383;M000132;202405;8030,03
C001671;M000255;202304;9148,11
C001624;M000293;202307;431,03
C001822;M000179;202308;6107,47
C001338;M000009;202304;5588,68
C001076;M000024;202309;6044,04
C000911;M000171;202308;1771,59
C000380;M000469;202403;7022,56
C001776;M000358;202411;309,64
C000706;M000188;202407;1794,58
C001178;M000129;202305;8038,44
C001560;M000012;202309;8814,16
C000991;M000347;202310;4194,0
C000697;M000312;202309;9010,81
C001152;M000361;202309;4075,04
C001757;M000311;202308;1251,46
C001991;M000310;202301;2188,32
C001779;M000024;202405;6092,47
C001985;M000197;202305;221,88
C001144;M000240;202412;9601,36
C000693;M000402;202308;8587,04
C001560;M000103;202303;2152,08
C000164;M000240;202310;8343,48
C000509;M000483;202302;8565,01
C000369;M000453;202412;1512,0
C001365;M000210;202307;5855,02
C000923;M000099;202402;9585,3
C000910;M000095;202305;7094,78
C001889;M000040;202406;174,31
C001730;M000271;202301;5545,11
C000692;M000001;202302;7948,15
C001827;M000124;202304;9725,04
C000666;M000083;202311;2824,41
C000270;M000265;202310;8960,26
C001185;M000477;202312;5270,31
C001244;M000439;202303;3792,73
C001619;M000285;202405;8556,02
C000456;M000251;202402;3931,26
C000024;M000463;202304;8181,4
C000307;M000099;202301;7102,31
C000448;M000386;202311;2786,37
C001465;M000416;202301;7138,47
C000474;M000005;202411;3556,7
C000656;M000430;202304;4896,33
C001584;M000473;202303;8124,18
C000697;M000235;202301;8907,07
C000689;M000390;202309;8815,54
C001276;M000019;202309;5737,82
C001750;M000396;202412;6272,4
C001659;M000242;202308;308,95
C001857;M000086;202404;1944,03
C000607;M000299;202304;3883,59
C000803;M000385;202312;3862,38
C000043;M000168;202412;6551,47
C001069;M000077;202301;847,04
C000801;M000393;202305;5915,02
C001525;M000412;202301;6287,58
C001076;M000169;202308;6622,1
C000808;M000304;202401;1378,29
C000863;M000126;202304;4976,06
C001405;M000474;202404;8245,24
C001125;M000248;202412;1856,9
C001599;M000057;202405;5459,35
C001813;M000193;202311;3281,01
C000483;M000269;202308;5392,51
C001181;M000155;202407;5657,76
C001136;M000463;202310;6169,55
C001277;M000005;202301;833,49
C000453;M000128;202301;8521,05
C001044;M000203;202412;1415,17
C000582;M000213;202407;5417,43
C001594;M000056;202403;5546,55
C001268;M000021;202408;4339,45
C000165;M000281;202406;7876,3
C000497;M000474;202312;9487,57
C000367;M000192;202311;9102,65
C000281;M000018;202411;1177,93
C000703;M000014;202303;2917,44
C001322;M000211;202311;6144,25
C000090;M000129;202301;5061,4
C001163;M000422;202407;8298,78
C000830;M000077;202412;4888,02
C000269;M000241;202405;9707,72
C001182;M000225;202410;4406,22
C000584;M000274;202312;8580,87
C001547;M000463;202307;5534,1
C001641;M000174;202308;3187,76
C000869;M000083;202402;4824,55
C000792;M000015;202412;9811,41
C000972;M000138;202402;1038,05
C000970;M000201;202407;4503,44
C001224;M000406;202401;5026,29
C001647;M000034;202410;5754,41
C000402;M000410;202408;3957,03
C001565;M000095;202402;5363,77
C001667;M000343;202312;602,28
C000922;M000407;202407;977,54
C001031;M000254;202312;3344,8
C000500;M000187;202307;2554,86
C001278;M000418;202308;2046,17
C001260;M000346;202302;4489,86
C000607;M000179;202305;9186,47
C000611;M000486;202302;4246,54
C001029;M000476;202302;6698,74
C000655;M000089;202307;267,66
C000706;M000422;202301;3747,14
C001420;M000359;202406;8820,54
C001347;M000120;202401;1569,15
C000653;M000267;202404;7554,0
C000624;M000434;202409;4754,0
C000435;M000397;202407;3172,97
C001601;M000344;202305;4809,44
C000643;M000396;202404;7175,84
C001106;M000412;202301;2372,72
C001387;M000318;202412;4827,55
C001571;M000481;202305;8684,19
C000671;M000393;202407;2681,78
C001781;M000273;202311;2372,44
C000132;M000215;202401;2249,22
C000562;M000131;202311;1624,82
C000598;M000135;202309;5937,41
C000982;M000059;202401;2751,21
C000690;M000152;202311;2415,06
C000660;M000129;202401;1927,88
C001709;M000170;202412;8241,42
C001771;M000281;202302;5751,26
C001972;M000137;202308;1369,26
C001540;M000328;202306;4646,28
C000041;M000036;202411;9677,11
C000298;M000386;202411;8163,51
C000793;M000072;202405;8315,59
C000068;M000442;202301;3357,3
C000477;M000344;202411;1319,02
C001475;M000221;202401;1928,73
C001673;M000221;202306;4594,23
C000894;M000172;202304;5451,33
C001805;M000161;202412;2975,61
C001008;M000360;202407;6563,69
C001585;M000073;202309;207,2
C000049;M000154;202410;6365,1
C001712;M000126;202302;8197,58
C001804;M000197;202401;9733,62
C000727;M000361;202401;8486,06
C001430;M000456;202407;9257,14
C001923;M000480;202302;9148,49
C001960;M000492;202308;7089,97
C000717;M000356;202309;500,52
C000411;M000270;202312;5467,08
C001034;M000342;202407;3787,69
C000603;M000334;202310;1536,42
C000553;M000350;202308;7589,24
C000309;M000414;202306;5715,25
C001611;M000371;202408;9930,68
C001659;M000409;202405;1177,2
C000083;M000170;202407;5185,38
C001340;M000240;202301;2776,35
C000303;M000361;202309;2723,54
C001555;M000474;202311;3221,79
C000901;M000318;202308;3588,03
C001837;M000063;202304;3047,28
C000192;M000369;202304;7567,27
C000041;M000499;202407;2245,03
C000825;M000100;202301;4801,66
C000101;M000244;202303;2172,0
C000462;M000358;202310;1590,76
C001919;M000016;202409;1350,42
C001445;M000206;202311;7132,85
C000131;M000218;202411;2694,94
C001355;M000286;202301;7698,04
C000795;M000284;202306;4971,94
C001660;M000330;202403;664,3
C000341;M000337;202412;6292,36
C001490;M000169;202305;1499,12
C001860;M000237;202407;7543,61
C000567;M000394;202404;5335,86
C001239;M000031;202301;9474,24
C001399;M000387;202303;2540,33
C001685;M000047;202410;1218,58
C000128;M000001;202304;4430,92
C001628;M000166;202410;9202,15
C000053;M000299;202306;379,23
C001689;M000331;202409;6194,48
C001407;M000399;202409;2576,3
C000707;M000273;202307;8342,88
C000833;M000095;202401;517,07
C001661;M000373;202406;8604,85
C000615;M000305;202305;9045,14
C000476;M000227;202307;5628,1
C000674;M000335;202306;4836,0
C001982;M000003;202411;4107,76
C000839;M000382;202404;3259,94
C000777;M000182;202407;7683,71
C000102;M000407;202401;457,94
C001764;M000455;202309;522,31
C001045;M000390;202405;2001,96
C000171;M000464;202306;566,27
C000569;M000132;202309;3643,55
C001360;M000399;202401;420,68
C000841;M000440;202411;8960,58
C000047;M000328;202301;4996,49
C000444;M000078;202301;5906,08
C001185;M000427;202311;7367,33
C000593;M000229;202303;6457,56
C000411;M000133;202401;9718,02
C000637;M000147;202405;4639,8
C001769;M000183;202402;9229,37
C001853;M000244;202409;4701,17
C000943;M000061;202309;2137,56
C001782;M000298;202301;690,7
C001649;M000049;202411;3915,05
C001541;M000321;202412;3447,64
C000365;M000325;202408;1048,86
C001470;M000388;202312;6539,1
C000345;M000348;202309;8420,25
C001796;M000094;202303;8868,88
C000075;M000198;202303;3285,65
C000928;M000288;202412;8220,87
C000529;M000133;202403;6177,23
C000951;M000479;202306;8600,98
C000946;M000185;202301;4079,82
C001777;M000131;202311;6081,07
C000694;M000265;202408;6623,17
C000406;M000197;202404;5826,83
C001984;M000159;202304;7413,82
C001039;M000158;202301;7951,55
C001241;M000207;202401;4411,31
C000171;M000379;202409;3597,91
C000543;M000026;202304;4242,47
C000382;M000194;202410;3366,92
C000643;M000141;202304;8309,13
C000975;M000204;202311;4523,65
C001757;M000411;202412;6212,73
C001638;M000278;202305;1506,93
C001996;M000260;202312;2765,63
C001297;M000457;202311;5814,94
C000674;M000469;202301;9965,17
C001272;M000239;202407;8709,6
C000065;M000048;202403;395,53
C000669;M000429;202404;5969,84
C000469;M000310;202311;2267,0
C000690;M000129;202405;5064,52
C001891;M000081;202412;8571,18
C001679;M000192;202401;3453,62
C001510;M000119;202309;7024,26
C000348;M000171;202310;6749,46
C001779;M000273;202303;9485,27
C000131;M000046;202407;3715,05
C001177;M000362;202404;5838,1
C000628;M000276;202403;628,81
C001914;M000146;202411;1095,62
C001086;M000227;202307;3964,46
C001411;M000388;202311;2975,21
C000323;M000330;202305;2005,64
C000044;M000493;202412;7124,43
C000444;M000216;202306;6012,33
C000562;M000316;202303;2276,39
C000409;M000481;202402;9333,22
C001653;M000478;202312;5996,63
C000076;M000489;202303;6037,59
C000614;M000174;202304;5556,57
C001518;M000287;202306;1991,66
C001133;M000150;202408;6635,5
C001355;M000006;202310;4048,16
C001060;M000345;202402;9319,73
C000815;M000345;202303;1399,3
C000343;M000212;202307;9064,29
C000554;M000434;202307;2512,47
C000887;M000208;202308;8374,63
C000007;M000203;202307;429,27
C000813;M000026;202411;1191,26
C000587;M000460;202408;4214,11
C000997;M000050;202409;6728,35
C000018;M000239;202409;7211,24
C000982;M000304;202410;1043,04
C000045;M000440;202301;9458,0
C001657;M000234;202409;2762,46
C001527;M000377;202403;4384,0
C001171;M000419;202311;2577,05
C001319;M000445;202401;9891,03
C000879;M000310;202308;5080,45
C001589;M000007;202409;2467,13
C001437;M000284;202305;2218,11
C000380;M000065;202412;1591,71
C001042;M000268;202304;9568,02
C001692;M000396;202410;3521,16
C001216;M000253;202301;3491,17
C001926;M000176;202301;7289,1
C000229;M000139;202305;9458,08
C001081;M000156;202410;8054,13
C000807;M000054;202309;320,08
C001768;M000087;202407;1245,2
C000176;M000362;202408;4334,09
C000285;M000440;202309;4171,06
C000965;M000067;202304;5156,08
C001939;M000331;202305;7925,28
C001133;M000452;202303;5420,16
C000454;M000212;202301;7822,28
C000097;M000488;202412;9433,48
C001851;M000119;202312;5478,95
C000319;M000421;202408;3051,19
C001155;M000337;202304;5079,54
C001969;M000092;202405;6554,81
C000124;M000419;202307;8727,9
C001043;M000498;202305;5376,42
C001981;M000344;202406;4382,36
C000419;M000079;202401;304,39
C001985;M000082;202407;140,32
C001046;M000139;202304;9132,86
C000854;M000049;202406;6109,75
C000176;M000209;202409;7163,43
C001358;M000332;202406;1761,8
C001438;M000070;202401;541,19
C001214;M000388;202403;6502,91
C000958;M000356;202409;5941,33
C000121;M000256;202311;3360,95
C000506;M000345;202305;6589,54
C001409;M000034;202308;1274,33
C000054;M000194;202311;5431,44
C001341;M000103;202412;7318,77
C000074;M000102;202401;8937,67
C001041;M000306;202302;5245,58
C000985;M000310;202301;2041,41
C000190;M000402;202407;2898,02
C001918;M000102;202410;8140,21
C000795;M000160;202407;9584,92
C000056;M000434;202310;7694,49
C001682;M000296;202406;1566,39
C000622;M000436;202302;8263,96
C001134;M000010;202406;9169,3
C000277;M000168;202402;3492,18
C000137;M000110;202311;672,92
C001341;M000154;202405;1899,5
C001499;M000019;202309;1173,11
C001418;M000361;202312;3227,33
C000125;M000401;202309;365,74
C001473;M000450;202404;8336,89
C000440;M000401;202409;6548,52
C001893;M000149;202307;4834,68
C000357;M000067;202308;1228,2
C001461;M000495;202403;297,77
C001641;M000096;202409;4849,5
C000245;M000129;202308;9623,73
C000838;M000494;202409;9605,5
C001691;M000060;202412;3334,0
C000397;M000153;202402;5337,49
C000801;M000040;202401;8410,75
C000972;M000177;202405;904,23
C001932;M000101;202308;6004,13
C000619;M000023;202411;7764,03
C001568;M000068;202302;9189,08
C000661;M000086;202401;4393,24
C001303;M000454;202306;158,91
C000010;M000174;202304;9503,24
C001940;M000391;202308;9835,02
C000774;M000381;202303;3073,45
C000111;M000194;202406;6616,2
C000243;M000392;202308;633,44
C001560;M000411;202406;4881,71
C001377;M000355;202312;7587,23
C001106;M000408;202307;4777,22
C000867;M000211;202401;3691,68
C001413;M000440;202307;9343,89
C000411;M000042;202303;8786,76
C001510;M000485;202311;9242,21
C000456;M000264;202307;9644,71
C000156;M000099;202309;3301,07
C000311;M000051;202311;5855,86
C001957;M000475;202308;8414,09
C000456;M000208;202311;4929,95
C000079;M000447;202411;6559,27
C000364;M000413;202409;575,65
C001430;M000163;202307;8307,58
C001546;M000217;202410;7266,29
C000480;M000106;202309;9693,74
C001850;M000027;202405;1266,56
C001506;M000002;202301;6549,62
C000555;M000240;202304;7468,13
C001120;M000312;202305;6822,22
C001553;M000283;202410;4305,23
C000718;M000407;202312;1494,79
C001714;M000205;202303;633,01
C000958;M000380;202306;9175,25
C001999;M000206;202301;9270,23
C000312;M000269;202312;4970,86
C000924;M000462;202304;9099,44
C000609;M000326;202404;4572,41
C000741;M000150;202303;7126,67
C000718;M000027;202303;1650,72
C000944;M000349;202308;5577,2
C001393;M000178;202309;6659,42
C000825;M000435;202301;5796,29
C001438;M000110;202404;6551,3
C000423;M000164;202309;1778,71
C001689;M000246;202410;4592,87
C001475;M000303;202410;4998,62
C001993;M000288;202309;4243,71
C000139;M000439;202403;1823,33
C001798;M000105;202301;9551,34
C001603;M000024;202301;5557,62
C001736;M000087;202308;3358,94
C000338;M000334;202308;5181,84
C001681;M000243;202411;3597,46
C001540;M000055;202403;4790,21
C000527;M000039;202402;3004,6
C001238;M000042;202311;3368,27
C000046;M000193;202411;6377,56
C001319;M000450;202401;9113,77
C001827;M000354;202302;7011,07
C001552;M000442;202309;9817,52
C001267;M000483;202306;5460,0
C001827;M000400;202402;3455,63
C001338;M000188;202304;9529,59
C001663;M000303;202309;4799,27
C001695;M000465;202310;7601,01
C000914;M000037;202405;1800,76
C001770;M000032;202403;1308,78
C000117;M000395;202411;756,89
C000661;M000201;202405;5899,59
C000988;M000112;202402;9194,55
C001682;M000388;202406;4008,72
C001264;M000156;202408;9806,98
C001561;M000061;202409;950,4
C001668;M000351;202308;6257,45
C000569;M000453;202304;7004,1
C000736;M000111;202402;3107,7
C001038;M000493;202308;6659,99
C000742;M000269;202308;1431,99
C000748;M000404;202305;7194,8
C001128;M000208;202401;9547,23
C000063;M000444;202306;5656,19
C000574;M000115;202305;7889,04
C000241;M000098;202312;7693,84
C000131;M000393;202402;2759,1
C001514;M000075;202411;4660,21
C000658;M000221;202303;6664,69
C000007;M000138;202412;2326,72
C001983;M000476;202307;3994,99
C000218;M000436;202401;2004,63
C001294;M000455;202405;1289,92
C000875;M000227;202305;1378,34
C001089;M000269;202410;7531,72
C000558;M000386;202404;8024,35
C001809;M000263;202301;4416,88
C000919;M000314;202408;9543,1
C000008;M000034;202409;5045,14
C001127;M000094;202406;5855,2
C000009;M000271;202405;302,32
C001244;M000375;202403;6459,01
C001657;M000424;202305;5428,48
C001270;M000084;202406;2691,59
C000022;M000279;202302;8687,56
C000463;M000011;202304;3299,8
C001051;M000470;202303;8605,06
C000443;M000354;202304;8755,39
C000329;M000196;202401;1717,07
C000296;M000470;202309;4152,79
C001787;M000090;202310;5780,69
C000054;M000169;202307;6682,54
C000513;M000438;202311;9787,31
C001772;M000455;202301;7868,46
C001083;M000195;202307;895,7
C000574;M000170;202405;3528,81
C001630;M000376;202409;6545,82
C001834;M000079;202310;9602,49
C001298;M000120;202306;3425,71
C000069;M000330;202311;9752,27
C001854;M000057;202310;2258,64
C000594;M000222;202309;3722,98
C000729;M000445;202304;6251,78
C000447;M000363;202412;9913,27
C000187;M000331;202307;1836,69
C000321;M000228;202403;7503,63
C000351;M000471;202405;8227,63
C000614;M000101;202406;1629,76
C000836;M000229;202408;6570,75
C000575;M000379;202301;2726,87
C001314;M000298;202302;509,51
C001669;M000135;202410;851,76
C000647;M000135;202304;3911,73
C001559;M000429;202302;753,08
C001686;M000413;202301;2647,16
C001654;M000384;202310;1475,04
C001332;M000324;202406;8462,08
C000584;M000345;202412;8454,63
C000969;M000488;202302;5424,07
C001876;M000360;202308;3671,02
C001090;M000299;202303;7189,07
C000324;M000448;202404;4997,29
C001303;M000335;202304;8930,87
C000881;M000478;202307;9044,09
C001105;M000197;202406;6884,82
C001210;M000195;202303;3590,12
C001658;M000495;202311;4153,7
C001931;M000084;202301;6576,13
C001197;M000254;202302;8659,46
C000326;M000075;202405;6989,67
C000547;M000129;202306;5005,71
C001275;M000166;202402;661,77
C000226;M000099;202304;8244,96
C000485;M000149;202409;446,79
C000338;M000366;202409;9466,9
C001488;M000093;202301;9601,69
C001672;M000448;202404;5624,65
C001968;M000212;202307;5282,86
C001195;M000201;202312;5439,28
C001493;M000234;202307;8980,01
C001415;M000011;202302;336,56
C001437;M000061;202312;8889,04
C001309;M000280;202402;9214,69
C001599;M000481;202306;9983,07
C001966;M000308;202405;6016,01
C001568;M000007;202302;8612,6
C000949;M000245;202407;3786,68
C001346;M000206;202308;688,42
C001841;M000037;202309;7042,38
C001415;M000393;202302;593,25
C001082;M000260;202302;9508,91
C000923;M000391;202404;4168,3
C001991;M000421;202402;1617,35
C000112;M000246;202407;1380,41
C001985;M000215;202311;429,84
C001867;M000314;202302;5438,86
C000935;M000230;202308;2819,7
C000239;M000377;202409;4917,62
C001370;M000462;202310;8192,88
C000359;M000465;202404;8666,19
C000348;M000425;202405;5005,28
C001889;M000021;202307;724,82
C000036;M000483;202405;8021,71
C001354;M000436;202301;7320,45
C000792;M000100;202403;7045,74
C001152;M000163;202412;8377,76
C001385;M000004;202302;6537,85
C001607;M000040;202304;8579,88
C001299;M000303;202402;8703,69
C000038;M000178;202404;9597,88
C000561;M000436;202409;6439,79
C001310;M000490;202309;8589,09
C001878;M000105;202303;477,77
C001320;M000006;202309;6241,1
C001397;M000121;202412;1142,78
