cliente;prodotto;giorno;quantity;amount
C000904;M000865;16/06/2023;6;985.87
C000148;M000295;24/08/2024;97;19575.74
C000053;M000390;31/05/2024;59;13886.0
C000909;M000828;13/03/2023;27;8984.61
C000810;M000803;02/02/2023;65;5778.84
C000635;M000842;04/03/2023;66;30005.79
C000387;M000099;11/02/2024;83;16835.06
C000405;M000856;27/10/2023;26;3147.37
C000188;M000425;24/05/2024;17;5025.73
C000562;M000145;07/04/2024;49;5144.39
C000873;M000765;20/10/2023;96;25035.44
C000160;M000325;10/01/2024;46;9153.26
C000118;M000742;03/11/2024;73;4524.94
C000515;M000477;19/04/2023;3;1460.36
C000285;M000742;21/04/2024;36;2319.11
C000802;M000759;15/11/2023;62;18095.25
C000225;M000455;18/03/2023;36;5656.36
C000742;M000424;20/12/2024;61;22781.17
C000868;M000513;09/01/2023;60;21789.52
C000100;M000860;27/05/2024;40;479.82
C000250;M000315;06/08/2024;73;4294.55
C000535;M000438;31/03/2024;20;451.55
C000778;M000421;06/10/2023;44;8022.78
C000411;M000008;27/02/2024;8;2186.91
C000592;M000791;26/07/2024;4;1825.86
C000986;M000194;28/09/2024;68;14657.97
C000059;M000509;30/09/2023;55;18049.81
C000681;M000498;18/12/2023;38;15238.4
C000195;M000306;19/08/2023;53;10637.69
C000443;M000366;12/03/2024;56;9313.54
C000528;M000192;04/03/2024;89;19038.79
C000246;M000405;31/07/2023;46;11408.8
C000421;M000549;05/12/2023;32;15105.94
C000602;M000859;25/08/2024;11;1865.7
C000076;M000401;15/01/2023;94;11060.76
C000908;M000778;20/08/2024;7;128.58
C000871;M000876;07/01/2024;40;7274.42
C000859;M000425;05/09/2023;85;42149.35
C000044;M000743;05/10/2023;75;19899.0
C000686;M000207;20/12/2023;8;3074.59
C000681;M000002;09/02/2024;42;2206.51
C000949;M000504;04/06/2023;77;6846.47
C000648;M000581;04/12/2024;52;1348.18
C000214;M000772;30/10/2023;8;275.02
C000555;M000377;04/03/2023;86;20966.49
C000847;M000132;02/03/2023;89;31494.34
C000321;M000721;30/12/2024;48;2738.72
C000892;M000554;04/11/2023;84;12240.51
C000433;M000204;14/10/2023;1;357.01
C000576;M000486;13/07/2024;83;16910.15
C000752;M000963;02/08/2024;68;30537.85
C000554;M000339;25/09/2024;74;22885.87
C000852;M000629;21/04/2023;58;20551.12
C000159;M000599;05/01/2023;98;18361.01
C000782;M000384;29/07/2024;50;16208.08
C000510;M000972;08/06/2023;98;4614.98
C000153;M000864;23/06/2024;17;3263.65
C000378;M000394;04/02/2024;8;3308.0
C000810;M000318;16/01/2024;36;8041.84
C000398;M000871;20/05/2023;44;1072.47
C000316;M000811;08/03/2024;5;634.86
C000487;M000698;03/12/2023;57;11012.72
C000127;M000781;29/01/2024;44;20540.6
C000047;M000944;28/02/2024;46;1618.67
C000002;M000073;09/11/2024;65;25887.95
C000493;M000141;25/12/2023;58;28557.93
C000154;M000048;03/01/2023;66;2087.69
C000397;M000807;24/10/2024;98;35044.88
C000570;M000228;12/02/2023;42;2160.02
C000658;M000245;16/09/2023;80;38057.33
C000367;M000311;06/06/2024;46;7799.08
C000193;M000708;28/12/2023;80;6523.19
C000863;M000983;15/05/2023;29;11964.92
C000468;M000500;02/03/2023;88;40711.22
C000635;M000105;15/11/2024;54;26009.6
C000741;M000033;18/12/2023;2;399.21
C000789;M000291;16/06/2023;29;13834.31
C000563;M000100;13/01/2024;52;17080.7
C000718;M000085;17/12/2024;56;20489.86
C000249;M000635;15/12/2024;75;9314.57
C000009;M000477;05/07/2024;15;4231.58
C000392;M000866;03/06/2023;10;695.48
C000238;M000201;16/06/2023;51;25278.94
C000782;M000822;06/10/2023;17;4420.44
C000605;M000558;07/02/2023;16;4671.42
C000232;M000407;24/11/2023;18;4702.42
C000766;M000061;10/04/2023;11;3364.75
C000991;M000959;31/03/2023;2;609.27
C000682;M000345;22/11/2023;30;12066.05
C000621;M000025;14/05/2024;56;12858.65
C000728;M000065;09/08/2023;49;16964.7
C000983;M000328;24/11/2023;25;4053.39
C000908;M000852;17/01/2024;99;19088.12
C000871;M000560;05/09/2024;6;1213.34
C000210;M000895;11/01/2023;53;4652.36
C000072;M000056;29/04/2023;1;224.05
C000215;M000624;23/10/2023;38;16281.21
C000857;M000037;08/09/2024;68;515.43
C000276;M000266;06/05/2023;10;2381.57
C000819;M000972;28/06/2023;25;11885.7
C000382;M000639;12/05/2024;28;9974.91
C000181;M000969;26/10/2023;63;3129.49
C000988;M000488;26/12/2023;10;2993.0
C000275;M000106;29/12/2023;37;12680.61
C000714;M000797;20/07/2023;49;11873.57
C000596;M000566;01/06/2023;75;36731.5
C000216;M000903;31/07/2024;49;18683.78
C000189;M000376;04/10/2024;41;17159.27
C000375;M000231;28/04/2023;17;4815.48
C000921;M000720;30/11/2023;27;7117.36
C000520;M000143;11/06/2024;45;14497.5
C000350;M000173;27/02/2024;15;5003.01
C000610;M000235;25/08/2023;7;3457.78
C000213;M000559;12/01/2023;57;22467.04
C000168;M000805;22/06/2023;27;12916.22
C000534;M000978;18/08/2024;32;529.02
C000256;M000247;14/06/2024;14;6394.71
C000907;M000517;29/01/2023;48;4070.36
C000202;M000269;20/02/2024;77;5335.55
C000411;M000561;14/03/2024;62;2580.08
C000342;M000560;03/06/2024;26;9201.42
C000558;M000025;28/04/2024;25;9448.72
C000958;M000718;10/01/2024;25;5803.01
C000309;M000637;16/07/2024;36;11001.26
C000560;M000797;14/11/2023;51;12649.96
C000963;M000829;27/11/2023;52;3400.08
C000520;M000604;02/09/2023;74;3048.74
C000355;M000855;27/05/2023;66;6151.98
C000922;M000664;17/07/2024;4;490.46
C000953;M000547;25/10/2023;56;11158.69
C000520;M000433;31/03/2023;44;8222.79
C000648;M000840;15/01/2024;35;17230.7
C000207;M000877;02/03/2023;19;6313.75
C000021;M000266;21/06/2024;3;1296.66
C000654;M000724;18/03/2023;37;15287.29
C000857;M000686;16/04/2024;98;14774.64
C000136;M000242;06/11/2024;90;18969.15
C000091;M000558;05/07/2024;70;1020.62
C000784;M000387;24/01/2023;82;34634.54
C000472;M000630;05/12/2024;22;8690.34
C000728;M000009;05/12/2024;12;4124.12
C000869;M000083;31/03/2023;83;39499.75
C000401;M000063;22/10/2024;69;18543.37
C000886;M000984;08/08/2024;22;10550.35
C000853;M000820;30/12/2024;70;24285.37
C000178;M000203;20/08/2024;27;1194.29
C000403;M000765;23/11/2024;64;26572.43
C000668;M000383;19/05/2023;88;39565.5
C000065;M000893;31/12/2023;83;21317.79
C000224;M000457;19/12/2023;93;31944.56
C000019;M000295;19/04/2024;61;25833.0
C000619;M000413;30/11/2023;5;2191.89
C000912;M000829;23/01/2023;50;19105.46
C000041;M000916;02/11/2024;58;22956.74
C000013;M000599;17/03/2024;13;3484.67
C000519;M000710;24/12/2023;85;28532.09
C000344;M000328;25/10/2023;44;525.23
C000998;M000900;23/02/2023;56;16230.19
C000628;M000402;21/06/2024;69;24789.18
C000872;M000856;14/07/2023;75;10342.22
C000719;M000558;20/09/2023;50;5830.41
C000407;M000484;06/02/2023;11;1068.86
C000690;M000491;22/04/2024;53;9665.28
C000280;M000333;25/08/2024;50;17020.15
C000481;M000639;12/08/2024;25;3394.67
C000393;M000166;28/11/2023;52;14924.55
C000699;M000988;07/10/2024;21;1532.52
C000171;M000322;13/04/2024;85;27086.12
C000405;M000543;12/07/2024;55;2648.11
C000430;M000913;11/09/2023;96;10173.62
C000281;M000783;29/04/2023;62;27534.19
C000160;M000767;24/12/2024;25;6052.92
C000376;M000292;28/11/2024;38;2618.45
C000534;M000118;07/10/2024;50;21440.58
C000547;M000451;24/04/2024;96;5999.26
C000155;M000192;14/05/2023;23;887.09
C000159;M000194;25/01/2024;59;16660.7
C000504;M000191;09/12/2024;10;1474.28
C000858;M000934;22/03/2023;18;2825.63
C000190;M000597;26/09/2023;92;40256.59
C000633;M000003;31/03/2024;48;15904.9
C000405;M000873;01/11/2024;30;11997.53
C000726;M000420;13/09/2024;37;11163.9
C000482;M000792;07/11/2023;94;29957.11
C000338;M000749;28/07/2024;61;20800.56
C000083;M000931;25/12/2023;28;4991.53
C000265;M000405;06/08/2023;21;4376.57
C000969;M000467;16/05/2024;91;39314.14
C000680;M000755;16/06/2024;71;28126.86
C000025;M000465;01/07/2024;29;10795.85
C000869;M000386;18/03/2024;60;6244.76
C000343;M000107;20/08/2023;60;22959.34
C000002;M000993;14/05/2024;68;7769.78
C000426;M000697;01/12/2024;91;38318.14
C000916;M000577;05/02/2024;2;999.08
C000076;M000227;15/11/2024;10;4056.03
C000563;M000966;10/08/2023;14;4832.87
C000346;M000620;10/07/2023;16;3714.72
C000032;M000079;08/06/2023;44;3336.48
C000565;M000285;18/08/2023;35;12473.98
C000628;M000189;26/05/2023;95;17766.06
C000938;M000040;07/02/2023;77;19175.37
C000421;M000567;11/05/2024;30;14036.84
C000044;M000082;15/01/2023;63;9255.79
C000811;M000102;18/09/2024;37;589.07
C000250;M000397;30/07/2024;76;19780.26
C000114;M000124;08/01/2023;96;22313.67
C000246;M000468;22/03/2024;36;10840.58
C000522;M000201;24/06/2024;24;2845.5
C000475;M000184;23/05/2023;17;6166.27
C000406;M000642;25/03/2024;92;4972.5
C000114;M000790;18/04/2024;19;1861.37
C000488;M000772;29/12/2024;40;10280.57
C000842;M000014;05/08/2024;38;16643.71
C000218;M000116;22/06/2023;75;21547.71
C000129;M000789;07/07/2024;64;3382.21
C000367;M000895;28/02/2023;62;24863.63
C000434;M000245;28/12/2024;77;28989.08
C000295;M000282;24/09/2024;38;9544.98
C000842;M000358;19/01/2023;2;926.64
C000061;M000877;01/01/2023;39;17819.97
C000674;M000967;05/09/2023;31;14072.76
C000800;M000070;23/10/2024;24;2536.88
C000436;M000148;27/03/2023;43;7200.16
C000120;M000288;01/09/2023;6;638.01
C000510;M000747;04/10/2024;28;11923.52
C000408;M000566;13/11/2024;22;2086.04
C000144;M000563;24/10/2023;43;17307.28
C000223;M000029;06/07/2023;65;15933.37
C000416;M000913;13/07/2024;31;6354.31
C000460;M000321;26/03/2024;27;9370.75
C000716;M000620;22/08/2024;48;14080.51
C000489;M000208;25/01/2024;19;7491.04
C000487;M000733;13/12/2024;84;17809.95
C000046;M000071;30/03/2024;28;3950.45
C000278;M000091;05/05/2023;22;8002.55
C000176;M000957;07/07/2023;100;49156.07
C000735;M000279;02/06/2023;84;38379.16
C000562;M000080;24/02/2023;19;4198.94
C000679;M000309;20/05/2024;97;5018.25
C000408;M000277;17/09/2023;25;9816.35
C000571;M000898;07/01/2023;64;20650.64
C000667;M000367;14/11/2023;31;12458.07
C000417;M000887;02/11/2024;68;28898.55
C000911;M000599;03/11/2024;36;5523.17
C000712;M000832;01/05/2024;70;3722.99
C000923;M000314;27/09/2023;2;543.17
C000180;M000916;06/12/2023;24;8293.65
C000509;M000305;07/05/2023;87;38750.2
C000718;M000586;05/07/2023;29;12218.97
C000734;M000455;01/08/2024;41;11140.08
C000330;M000650;10/01/2024;66;19512.44
C000747;M000692;05/07/2024;65;21147.39
C000537;M000948;12/12/2024;60;23278.19
C000909;M000883;16/09/2023;69;20202.77
C000223;M000162;24/06/2023;76;14251.15
C000595;M000403;22/05/2023;66;5854.67
C000293;M000466;02/07/2023;89;2303.72
C000416;M000547;16/11/2024;29;1984.09
C000051;M000917;14/10/2024;94;19823.33
C000745;M000412;13/05/2023;40;3426.1
C000798;M000306;11/03/2024;92;9608.64
C000889;M000393;17/04/2024;68;9977.64
C000525;M000259;27/10/2023;4;548.08
C000835;M000419;01/06/2024;11;4388.5
C000701;M000015;29/02/2024;86;5644.75
C000489;M000081;30/05/2024;44;13309.2
C000206;M000960;08/03/2024;59;10638.95
C000551;M000167;30/10/2023;48;1337.18
C000185;M000612;30/10/2023;5;1215.93
C000125;M000887;15/02/2024;78;2880.9
C000909;M000911;01/10/2024;75;20709.34
C000447;M000118;21/09/2024;45;2105.38
C000023;M000546;06/09/2024;93;25293.67
C000991;M000132;08/03/2023;59;11058.38
C000525;M000971;06/09/2023;36;7427.39
C000705;M000107;19/04/2024;23;6494.49
C000058;M000581;01/10/2024;41;11630.52
C000981;M000166;03/01/2023;43;6575.31
C000080;M000816;09/04/2024;76;27495.4
C000651;M000839;21/07/2024;84;21475.46
C000290;M000595;17/02/2024;7;79.49
C000078;M000734;02/04/2024;72;35251.88
C000186;M000653;24/10/2024;30;4708.59
C000850;M000068;21/04/2024;66;30745.66
C000168;M000325;16/03/2024;76;12644.71
C000159;M000351;05/04/2024;74;7242.9
C000947;M000607;21/02/2023;28;12867.3
C000921;M000736;16/06/2024;53;18210.67
C000337;M000778;18/03/2023;23;8229.41
C000188;M000039;11/11/2023;19;1197.56
C000661;M000529;02/09/2023;72;26520.28
C000957;M000810;26/10/2024;8;3287.83
C000153;M000105;26/07/2023;28;3187.53
C000166;M000209;14/03/2023;26;7345.0
C000762;M000077;19/07/2024;10;216.32
C000657;M000460;24/03/2023;48;12573.27
C000311;M000039;17/06/2024;92;33235.0
C000198;M000659;06/07/2023;1;50.48
C000236;M000075;22/03/2023;17;5105.01
C000559;M000537;29/06/2024;12;5335.4
C000698;M000359;23/12/2023;59;1421.01
C000926;M000076;24/02/2024;100;32854.77
C000488;M000337;27/08/2024;74;7705.3
C000759;M000963;14/09/2023;62;5706.34
C000833;M000257;21/06/2023;83;32530.49
C000243;M000941;08/09/2023;16;7288.56
C000696;M000794;07/05/2023;22;8411.48
C000183;M000103;05/05/2023;6;2647.1
C000089;M000833;23/09/2024;24;9378.17
C000955;M000614;13/02/2023;54;25754.37
C000832;M000878;29/11/2023;94;3252.66
C000709;M000825;14/09/2023;33;13712.95
C000560;M000078;13/11/2023;22;7497.79
C000098;M000841;24/01/2023;61;8523.25
C000806;M000201;13/01/2024;73;25392.97
C000583;M000960;28/03/2024;62;22489.29
C000875;M000095;05/11/2023;5;215.59
C000606;M000872;04/04/2023;52;10578.42
C000745;M000284;04/07/2024;85;35489.61
C000457;M000246;10/07/2023;74;4558.63
C000847;M000935;29/12/2024;74;3526.57
C000495;M000243;21/08/2023;60;29330.42
C000471;M000622;06/08/2023;6;2758.9
C000207;M000357;23/07/2023;10;3879.65
C000842;M000268;15/03/2023;29;13786.42
C000310;M000260;07/07/2023;93;18815.79
C000220;M000864;02/09/2024;71;29510.92
C000737;M000084;23/05/2023;76;20805.82
C000473;M000295;17/12/2023;45;13708.12
C000314;M000899;25/04/2024;56;300.66
C000997;M000044;03/06/2024;45;20675.16
C000747;M000923;11/02/2023;55;12927.99
C000609;M000348;01/05/2023;18;7007.51
C000911;M000797;11/06/2023;43;4690.07
C000062;M000436;06/06/2023;8;791.63
C000568;M000138;26/04/2024;22;10194.39
C000904;M000429;08/01/2023;79;36213.09
C000171;M000850;02/03/2024;66;14572.74
C000535;M000291;15/06/2023;3;221.2
C000568;M000050;28/03/2024;27;1443.02
C000583;M000300;12/07/2023;18;8124.69
C000946;M000874;31/01/2024;28;6236.56
C000352;M000376;28/03/2024;55;5084.03
C000688;M000570;21/03/2023;53;23363.16
C000495;M000064;11/12/2023;28;9871.21
C000077;M000460;24/07/2024;46;19471.28
C000138;M000882;24/05/2024;93;32205.02
C000593;M000624;24/01/2023;39;18556.5
C000213;M000316;03/07/2023;83;22837.85
C000224;M000751;12/09/2024;18;5708.04
C000106;M000287;18/09/2024;45;18590.3
C000630;M000759;25/09/2024;32;9640.96
C000267;M000498;27/12/2023;16;4522.99
C000531;M000908;04/09/2023;57;20958.77
C000466;M000140;28/01/2023;87;5067.85
C000966;M000419;31/01/2024;30;4269.33
C000341;M000459;04/08/2023;68;24061.71
C000433;M000436;17/05/2023;11;2857.74
C000345;M000026;24/09/2024;76;31947.78
C000509;M000075;22/10/2023;96;21898.33
C000741;M000836;31/07/2023;72;3033.57
C000462;M000564;17/09/2024;33;16119.57
C000038;M000272;19/09/2024;46;6808.95
C000987;M000445;21/12/2024;48;1896.08
C000521;M000836;25/08/2024;92;26958.88
C000893;M000952;04/08/2023;60;24234.4
C000893;M000324;04/12/2023;78;10527.04
C000285;M000373;03/04/2024;56;17064.96
C000565;M000295;17/11/2024;31;7878.13
C000250;M000603;08/11/2024;58;25959.91
C000067;M000478;18/11/2024;100;29067.96
C000799;M000094;28/11/2024;40;17283.87
C000299;M000033;17/10/2024;24;4131.21
C000323;M000079;21/12/2023;14;3944.52
C000555;M000736;05/03/2024;37;16277.68
C000732;M000396;30/04/2024;79;31339.4
C000079;M000978;11/03/2023;67;29953.96
C000625;M000963;31/01/2023;87;13997.44
C000221;M000236;12/07/2024;58;12974.07
C000398;M000192;21/09/2023;46;11933.78
C000978;M000902;05/06/2024;99;48294.95
C000910;M000224;29/02/2024;75;35856.91
C000192;M000001;30/04/2023;6;1998.23
C000474;M000641;15/10/2023;25;8614.83
C000269;M000889;22/09/2023;50;18166.84
C000920;M000402;15/05/2024;6;1564.32
C000213;M000231;12/11/2023;69;26955.56
C000857;M000618;28/08/2024;42;12936.35
C000620;M000271;01/04/2024;28;10195.37
C000076;M000168;20/05/2023;69;14069.44
C000703;M000064;20/02/2023;12;1858.41
C000924;M000908;27/01/2024;31;12011.25
C000590;M000161;07/05/2023;39;2122.57
C000347;M000953;07/11/2023;6;563.02
C000148;M000077;04/10/2024;90;34073.88
C000516;M000607;22/06/2023;65;32111.62
C000630;M000911;21/05/2024;74;17626.39
C000515;M000869;08/05/2023;83;21914.35
C000627;M000377;08/02/2023;96;8184.96
C000183;M000674;01/03/2024;52;9579.64
C000107;M000469;21/04/2024;32;8786.16
C000160;M000940;26/02/2024;5;1826.5
C000512;M000438;21/06/2023;2;860.72
C000597;M000629;17/10/2024;47;10218.49
C000499;M000641;05/11/2023;72;10251.14
C000680;M000055;09/06/2024;18;7563.63
C000502;M000163;09/09/2023;59;15457.74
C000787;M000567;03/10/2024;79;21916.02
C000018;M000166;04/10/2024;72;12629.18
C000561;M000759;15/10/2024;51;3113.38
C000407;M000580;03/10/2024;99;12519.05
C000462;M000385;02/10/2024;16;4734.45
C000121;M000256;31/03/2024;30;11131.96
C000836;M000184;14/06/2024;99;41190.33
C000925;M000680;16/03/2024;34;6093.98
C000671;M000845;27/10/2023;25;7883.15
C000197;M000035;07/09/2024;71;20325.41
C000209;M000396;10/09/2024;67;18572.78
C000518;M000893;17/11/2024;88;32335.74
C000057;M000590;22/03/2023;27;13073.49
C000057;M000797;06/06/2023;10;1014.6
C000777;M000361;27/12/2024;6;1511.4
C000781;M000163;09/04/2024;37;17789.18
C000094;M000802;16/04/2023;69;31507.9
C000674;M000008;25/12/2023;49;9667.44
C000746;M000713;13/03/2023;31;10042.96
C000502;M000608;16/09/2023;76;4479.86
C000535;M000746;20/12/2024;78;15406.09
C000639;M000553;05/11/2024;10;3272.27
C000821;M000987;15/06/2023;1;171.85
C000424;M000426;27/09/2023;60;19109.15
C000243;M000273;18/08/2024;88;37929.7
C000109;M000923;26/08/2024;26;2169.7
C000108;M000874;28/10/2024;59;7119.99
C000339;M000566;10/10/2023;78;16623.77
C000896;M000323;02/03/2024;74;31422.44
C000819;M000875;10/05/2024;47;7995.77
C000482;M000123;23/08/2024;94;29441.44
C000784;M000187;08/07/2024;82;24892.78
C000703;M000124;18/10/2023;6;1081.76
C000188;M000098;14/06/2024;52;15177.57
C000688;M000921;26/10/2023;63;23762.38
C000326;M000246;11/12/2023;32;8050.36
C000514;M000191;11/01/2023;90;23848.38
C000567;M000609;28/02/2023;42;20338.7
C000668;M000401;06/08/2023;99;9165.74
C000243;M000168;20/10/2024;63;23605.56
C000824;M000435;08/11/2023;47;15406.23
C000051;M000353;23/07/2023;14;2162.11
C000691;M000255;17/06/2024;71;2047.59
C000137;M000932;27/10/2024;99;551.71
C000578;M000583;08/10/2023;3;1366.32
C000357;M000493;27/12/2024;98;17368.75
C000045;M000783;01/01/2023;11;3559.45
C000006;M000341;12/09/2024;97;37242.13
C000079;M000375;27/06/2024;94;39520.68
C000007;M000493;23/07/2024;10;2407.85
C000908;M000190;29/03/2023;83;17799.43
C000570;M000127;29/05/2024;23;3127.38
C000594;M000744;10/01/2023;12;2547.38
C000286;M000553;01/03/2023;62;26941.16
C001000;M000232;09/01/2024;44;10786.82
C000220;M000429;17/01/2023;97;10076.97
C000255;M000345;26/07/2023;4;1494.19
C000612;M000368;24/08/2023;80;32839.4
C000727;M000212;16/10/2023;1;185.69
C000767;M000069;30/08/2024;50;11531.32
C000944;M000710;15/10/2024;7;671.13
C000073;M000946;10/07/2023;37;2527.26
C000817;M000544;28/02/2024;88;40200.28
C000516;M000032;07/12/2023;69;5184.45
C000086;M000040;10/09/2023;49;18176.17
C000617;M000416;08/01/2023;82;26399.12
C000034;M000565;12/02/2023;82;19981.82
C000453;M000419;16/09/2023;36;6903.48
C000214;M000828;02/01/2023;19;7742.89
C000226;M000142;14/08/2023;25;8556.24
C000570;M000419;05/01/2024;10;1075.6
C000693;M000562;21/07/2023;36;12973.6
C000812;M000371;19/03/2023;80;20412.84
C000103;M000804;20/10/2023;100;38622.7
C000361;M000724;04/04/2023;57;5930.12
C000630;M000821;27/05/2024;64;10019.96
C000020;M000527;05/05/2024;86;5748.01
C000823;M000839;20/12/2024;33;1407.05
C000084;M000732;10/10/2024;27;2430.78
C000890;M000847;24/01/2024;61;27357.14
C000723;M000824;27/07/2023;74;5946.11
C000482;M000836;09/11/2023;23;4016.21
C000936;M000272;22/01/2023;54;3601.0
C000881;M000728;31/10/2023;25;9041.44
C000069;M000787;18/01/2023;30;10108.11
C000411;M000591;02/07/2024;41;14186.01
C000301;M000930;14/07/2023;11;3864.98
C000064;M000369;10/09/2023;64;7142.69
C000749;M000071;29/04/2024;91;16547.87
C000509;M000579;16/05/2024;26;8024.64
C000609;M000445;08/10/2024;39;3279.26
C000963;M000280;08/09/2024;12;4205.42
C000637;M000635;30/11/2023;91;10939.45
C000198;M000645;04/04/2024;82;21481.51
C000397;M000665;05/06/2024;4;1153.11
C000953;M000986;23/01/2024;5;1228.27
C000678;M000848;14/11/2023;29;8293.86
C000743;M000599;03/09/2023;37;12254.13
C000721;M000847;23/03/2024;83;19917.25
C000442;M000090;16/09/2024;44;7073.98
C000703;M000857;19/01/2024;65;761.39
C000575;M000554;27/05/2024;34;9598.05
C000269;M000169;13/11/2023;15;1615.8
C000568;M000172;24/03/2023;83;19009.39
C000163;M000135;27/09/2024;44;12471.95
C000300;M000041;01/11/2023;2;895.59
C000539;M000727;17/09/2024;87;4415.87
C000837;M000757;14/02/2023;17;4167.95
C000128;M000461;06/10/2023;61;1156.96
C000963;M000282;11/09/2024;97;35451.61
C000037;M000236;23/05/2023;84;30636.96
C000690;M000110;25/11/2023;15;3964.86
C000066;M000692;09/11/2024;25;5274.31
C000293;M000725;27/09/2024;42;4590.52
C000628;M000464;25/07/2023;68;12522.44
C000116;M000114;17/09/2024;50;7360.71
C000906;M000378;01/12/2023;28;9952.29
C000669;M000171;22/10/2023;7;2093.63
C000474;M000908;13/07/2023;38;18169.62
C000077;M000699;14/10/2024;33;9161.89
C000953;M000771;21/01/2023;100;44271.17
C000162;M000741;20/12/2024;63;9953.52
C000114;M000452;27/08/2023;33;15569.17
C000503;M000872;14/11/2023;54;4325.11
C000306;M000832;23/05/2024;25;6864.48
C000769;M000725;01/09/2024;15;3953.44
C000123;M000312;28/05/2024;66;6550.57
C000222;M000689;10/11/2024;22;4206.27
C000862;M000540;08/08/2024;64;24500.06
C000863;M000168;23/05/2024;2;680.03
C000697;M000467;07/06/2024;89;6338.42
C000658;M000026;12/08/2023;60;5479.69
C000806;M000434;17/10/2023;11;1535.38
C000091;M000310;17/05/2024;54;16733.25
C000171;M000980;10/01/2024;85;16713.24
C000908;M000908;16/02/2024;55;26476.84
C000536;M000686;27/06/2024;45;21933.79
C000599;M000586;06/08/2023;50;12003.51
C000122;M000067;11/11/2024;4;1794.06
C000148;M000542;04/09/2023;45;19483.34
C000898;M000888;27/11/2024;33;6074.49
C000907;M000537;17/08/2023;93;24188.28
C000974;M000725;08/11/2024;85;23856.51
C000332;M000592;04/10/2024;83;38272.7
C000035;M000197;12/12/2024;76;32695.87
C000049;M000992;31/03/2023;15;5720.84
C000958;M000342;10/10/2024;45;19964.26
C000381;M000630;12/07/2023;38;5233.46
C000945;M000415;03/03/2024;47;9257.58
C000177;M000182;13/09/2023;50;22788.34
C000185;M000231;11/07/2024;35;1853.94
C000412;M000747;22/09/2024;50;17307.75
C000727;M000722;09/02/2024;100;43892.38
C000533;M000810;06/03/2024;38;9489.94
C000983;M000255;05/01/2024;13;4771.3
C000174;M000242;15/05/2024;55;1389.87
C000185;M000686;15/04/2023;64;31709.45
C000742;M000089;21/10/2023;59;17504.57
C000320;M000578;15/04/2024;66;10798.67
C000861;M000282;21/05/2023;67;27735.74
C000504;M000659;16/11/2023;14;4749.09
C000817;M000650;10/09/2024;90;11103.27
C000724;M000835;12/02/2024;15;7077.05
C000347;M000850;01/12/2023;52;3751.79
C000852;M000811;10/04/2024;98;2890.2
C000240;M000828;30/05/2023;8;89.55
C000396;M000520;11/05/2023;88;25892.33
C000473;M000068;01/07/2023;69;12379.41
C000692;M000816;23/11/2024;42;20734.21
C000998;M000926;21/11/2023;25;6159.41
C000263;M000072;16/12/2023;93;31237.22
C000094;M000060;03/03/2024;67;19075.38
C000623;M000961;02/01/2024;87;11564.92
C000058;M000771;03/10/2023;52;8528.75
C000340;M000428;29/05/2023;88;20803.97
C000735;M000395;28/01/2023;18;2233.94
C000566;M000811;22/05/2024;91;682.66
C000876;M000572;26/02/2024;10;930.48
C000415;M000787;21/08/2023;94;32418.51
C000132;M000632;14/07/2024;44;8276.55
C000729;M000003;16/03/2023;16;244.61
C000937;M000109;06/01/2023;31;1071.99
C000534;M000362;17/09/2023;48;8528.95
C000508;M000678;14/01/2024;22;3232.88
C000719;M000068;18/10/2023;77;18302.68
C000067;M000136;01/11/2024;4;154.61
C000806;M000271;11/08/2023;17;1168.52
C000115;M000738;28/11/2024;98;35194.48
C000359;M000536;10/05/2023;81;24204.91
C000063;M000354;06/11/2024;81;6021.34
C000922;M000873;21/10/2023;19;3898.69
C000712;M000693;21/01/2024;17;5489.42
C000440;M000754;12/09/2023;70;9615.15
C000742;M000907;26/01/2024;61;3751.99
C000126;M000657;14/07/2023;15;1680.06
C000086;M000709;21/09/2023;26;1219.71
C000790;M000815;09/03/2024;99;46895.3
C000862;M000913;30/03/2024;40;9806.35
C000316;M000326;30/08/2023;4;339.21
C000447;M000745;01/07/2023;16;4646.18
C000075;M000870;13/09/2023;21;9714.17
C000832;M000929;20/01/2024;75;14366.54
C000410;M000288;26/11/2024;61;28518.53
C000611;M000585;14/10/2024;46;8945.56
C000209;M000895;15/06/2024;71;31351.25
C000186;M000717;21/07/2024;28;8159.55
C000892;M000795;02/11/2024;94;4903.47
C000366;M000439;15/06/2023;72;4692.26
C000026;M000152;24/02/2023;7;341.5
C000006;M000200;28/12/2024;100;1552.47
C000158;M000514;24/06/2023;54;6486.42
C000610;M000995;12/04/2024;64;16707.61
C000119;M000430;03/11/2024;31;7214.28
C000650;M000959;12/08/2024;55;11228.49
C000733;M000443;07/01/2024;45;11690.9
C000167;M000020;05/03/2023;36;5581.8
C000616;M000509;01/02/2023;79;29194.31
C000291;M000467;06/09/2023;86;15015.17
C000965;M000651;30/11/2023;67;24951.91
C000703;M000030;17/06/2023;85;13440.6
C000479;M000793;23/06/2023;3;244.33
C000033;M000298;17/11/2023;28;11496.45
C000084;M000458;21/07/2023;63;29677.43
C000210;M000219;27/01/2024;83;1904.7
C000796;M000323;09/07/2023;45;13806.64
C000145;M000706;24/10/2023;60;26995.0
C000789;M000754;22/01/2024;28;2561.67
C000669;M000447;06/02/2023;60;15697.43
C000719;M000397;10/05/2024;36;5652.43
