cliente;anno_mese;percentuale
C001564;202402;0,03
C001853;202411;0,11
C001789;202411;0,15
C000646;202302;0,14
C000437;202308;0,03
C001183;202403;0,17
C001454;202405;0,13
C001963;202410;0,09
C000670;202405;0,06
C000445;202312;0,03
C000321;202403;0,08
C000094;202403;0,13
C001781;202307;0,03
C001712;202405;0,13
C000254;202306;0,16
C000369;202305;0,06
C001656;202407;0,15
C000503;202309;0,11
C000897;202411;0,05
C001547;202301;0,13
C001509;202403;0,06
C000583;202309;0,17
C001036;202407;0,18
C001359;202404;0,02
C001124;202411;0,17
C000275;202306;0,18
C000491;202406;0,16
C000852;202304;0,15
C001817;202412;0,11
C001637;202309;0,15
C000349;202312;0,09
C000535;202410;0,11
C001615;202406;0,07
C001188;202401;0,18
C001778;202312;0,17
C001193;202410;0,08
C001023;202411;0,05
C000626;202405;0,07
C000109;202306;0,19
C001834;202408;0,19
C000782;202304;0,07
C001956;202408;0,1
C000773;202304;0,17
C001060;202404;0,06
C000944;202401;0,12
C001225;202303;0,09
C001442;202403;0,03
C001571;202410;0,13
C000292;202408;0,06
C001756;202406;0,15
C001786;202404;0,12
C001599;202310;0,02
C000613;202410;0,14
C000049;202403;0,16
C000728;202402;0,16
C001990;202309;0,14
C000301;202310;0,06
C001267;202406;0,13
C001467;202403;0,05
C000456;202405;0,1
C001375;202302;0,11
C001479;202302;0,14
C001707;202302;0,18
C001353;202404;0,15
C000336;202410;0,16
C001618;202307;0,12
C001951;202301;0,1
C000619;202410;0,13
C000916;202402;0,11
C001921;202406;0,05
C000213;202312;0,18
C001550;202308;0,14
C000752;202309;0,03
C000002;202401;0,2
C000058;202304;0,08
C000919;202305;0,12
C001317;202412;0,04
C001677;202308;0,11
C001575;202309;0,07
C000577;202407;0,1
C001066;202406;0,04
C001077;202302;0,09
C000837;202307;0,03
C000647;202306;0,04
C000997;202307;0,15
C000515;202402;0,13
C001621;202308;0,15
C001877;202410;0,09
C001777;202402;0,07
C000713;202308;0,07
C001943;202307;0,18
C000483;202308;0,17
C001335;202403;0,14
C000460;202309;0,13
C001027;202404;0,05
C000298;202411;0,06
C001807;202306;0,12
C000839;202410;0,04
C000288;202310;0,2
C000424;202410;0,2
C001456;202306;0,14
C001930;202301;0,11
C000932;202405;0,09
C000141;202408;0,17
C000662;202403;0,19
C001432;202403;0,12
C001597;202307;0,2
C000155;202401;0,11
C000079;202308;0,11
C001130;202312;0,03
C001422;202406;0,12
C001669;202407;0,19
C000106;202406;0,05
C001174;202307;0,04
C000594;202307;0,17
C001024;202404;0,02
C001427;202403;0,06
C001015;202306;0,18
C000836;202408;0,02
C000871;202302;0,14
C000361;202302;0,09
C000314;202406;0,1
C000438;202407;0,04
C001743;202308;0,18
C001801;202408;0,11
C001945;202406;0,13
C001598;202304;0,14
C001169;202409;0,12
C001853;202404;0,16
C001131;202301;0,11
C001789;202404;0,09
C001025;202404;0,02
C001726;202411;0,04
C001987;202412;0,07
C000565;202306;0,09
C001065;202405;0,16
C000897;202404;0,07
C001150;202412;0,19
C001398;202407;0,06
C000964;202307;0,12
C000170;202311;0,19
C001222;202309;0,14
C000522;202304;0,14
C000575;202301;0,04
C001228;202405;0,11
C000821;202305;0,03
C000665;202308;0,11
C001112;202308;0,1
C000606;202306;0,16
C001023;202404;0,17
C000716;202303;0,14
C000744;202409;0,06
C000649;202411;0,08
C001873;202311;0,18
C000489;202311;0,13
C001060;202402;0,17
C001042;202305;0,16
C000574;202404;0,03
C001481;202404;0,06
C001384;202410;0,16
C001786;202402;0,02
C001541;202412;0,17
C001288;202403;0,09
C001772;202403;0,05
C001136;202308;0,09
C001353;202402;0,17
C001521;202310;0,19
C000683;202307;0,19
C000794;202410;0,13
C001150;202312;0,1
C000830;202406;0,03
C001799;202405;0,02
C000554;202406;0,14
C000318;202305;0,1
C000799;202407;0,2
C001145;202311;0,14
C000265;202308;0,1
C000395;202411;0,04
C000975;202305;0,02
C001907;202403;0,14
C000679;202306;0,18
C001102;202301;0,07
C000690;202401;0,04
C000999;202302;0,04
C000814;202311;0,17
C001580;202411;0,2
C000255;202408;0,06
C001098;202304;0,07
C001727;202408;0,17
C001970;202310;0,12
C000189;202303;0,04
C000324;202404;0,13
C000651;202307;0,19
C000776;202411;0,13
C001394;202301;0,16
C000095;202407;0,1
C000506;202301;0,11
C000866;202304;0,02
C001067;202312;0,16
C001519;202408;0,16
C001144;202406;0,1
C001809;202403;0,12
C000394;202406;0,07
C001541;202312;0,05
C000765;202407;0,12
C001207;202401;0,12
C001494;202301;0,13
C001048;202310;0,05
C000747;202412;0,13
C000303;202409;0,16
C001680;202401;0,12
C000639;202306;0,12
C000589;202309;0,12
C001236;202308;0,11
C000017;202301;0,13
C000774;202412;0,04
C000521;202411;0,12
C001769;202306;0,14
C000550;202309;0,14
C001443;202407;0,16
C001379;202411;0,03
C000252;202309;0,03
C000383;202302;0,16
C000587;202408;0,1
C001789;202402;0,09
C001025;202402;0,17
C000234;202411;0,12
C001265;202307;0,18
C000701;202304;0,02
C001946;202408;0,13
C001610;202309;0,04
C000962;202410;0,19
C000773;202303;0,04
C000184;202306;0,18
C001190;202304;0,16
C001571;202307;0,08
C001725;202408;0,17
C000810;202403;0,13
C000104;202310;0,12
C001041;202301;0,17
C000747;202312;0,05
C001124;202402;0,02
C001412;202401;0,2
C001371;202301;0,12
C000653;202406;0,02
C000724;202408;0,19
C001285;202309;0,18
C001020;202307;0,09
C000628;202403;0,05
C000387;202402;0,03
C001639;202411;0,1
C001204;202407;0,08
C001851;202403;0,08
C000308;202411;0,19
C000835;202305;0,1
C001426;202405;0,1
C000619;202307;0,15
C000022;202408;0,14
C001858;202312;0,04
C000623;202405;0,07
C000864;202410;0,13
C000248;202306;0,16
C001577;202304;0,04
C001977;202310;0,14
C000127;202405;0,17
C001572;202407;0,12
C001578;202306;0,07
C001092;202405;0,13
C001342;202407;0,13
C001328;202404;0,19
C001076;202302;0,1
C001785;202301;0,05
C001454;202306;0,05
C000901;202308;0,19
C000655;202409;0,08
C001652;202308;0,13
C000219;202409;0,1
C001370;202307;0,17
C000069;202309;0,18
C000427;202302;0,18
C001013;202310;0,07
C000689;202401;0,15
C000259;202302;0,07
C001337;202308;0,04
C000179;202302;0,17
C000674;202306;0,08
C001935;202408;0,07
C001231;202309;0,11
C000297;202310;0,17
C000538;202404;0,08
C000760;202303;0,16
C001798;202306;0,04
C001406;202305;0,17
C000485;202409;0,05
C001732;202303;0,17
C000652;202303;0,09
C001943;202405;0,17
C000780;202402;0,15
C001252;202403;0,02
C000800;202408;0,15
C000721;202303;0,03
C001166;202409;0,09
C000058;202311;0,19
C000174;202301;0,18
C001845;202408;0,09
C001597;202405;0,19
C001004;202301;0,1
C001648;202302;0,06
C001097;202403;0,04
C000516;202402;0,17
C000398;202306;0,1
C000940;202305;0,05
C001938;202409;0,05
C001764;202410;0,12
C001420;202306;0,08
C001146;202407;0,15
C000992;202302;0,16
C001755;202407;0,02
C001212;202409;0,04
C001585;202305;0,11
C001726;202402;0,19
C001879;202309;0,17
C001630;202411;0,05
C000194;202403;0,14
C000141;202401;0,15
C000600;202310;0,06
C001384;202307;0,04
C000001;202403;0,1
C001173;202308;0,09
C000041;202308;0,19
C001988;202408;0,19
C000496;202401;0,16
C000964;202405;0,09
C000599;202403;0,11
C000018;202302;0,03
C000431;202301;0,08
C000758;202412;0,12
C001616;202407;0,15
C001684;202407;0,19
C001639;202404;0,04
C000836;202401;0,12
C000894;202304;0,2
C001605;202306;0,13
C001249;202410;0,17
C001582;202304;0,18
C000308;202404;0,04
C001982;202411;0,17
C001310;202409;0,04
C001857;202406;0,05
C000649;202402;0,03
C001469;202301;0,18
C000723;202307;0,15
C001282;202311;0,06
C001495;202410;0,17
C001912;202310;0,16
C000821;202406;0,03
C001328;202402;0,12
C001409;202304;0,06
C000030;202304;0,03
C001098;202303;0,03
C001814;202409;0,1
C001803;202406;0,08
C001783;202405;0,02
C001899;202403;0,19
C000813;202412;0,07
C000003;202403;0,15
C000171;202408;0,2
C000910;202308;0,04
C000683;202405;0,11
C000866;202303;0,16
C000057;202404;0,12
C000686;202312;0,08
C001602;202405;0,07
C001694;202304;0,17
C000742;202411;0,05
C000758;202312;0,12
C000405;202306;0,1
C000624;202308;0,13
C000569;202407;0,12
C000395;202402;0,18
C000528;202412;0,09
C001959;202301;0,04
C000538;202402;0,07
C001564;202403;0,19
C001580;202402;0,16
C000984;202303;0,09
C000892;202309;0,15
C000842;202409;0,19
C001243;202312;0,16
C001866;202309;0,11
C000318;202406;0,05
C000651;202405;0,11
C000975;202406;0,16
C000532;202405;0,17
C000055;202307;0,03
C001012;202410;0,18
C000183;202310;0,15
C001654;202409;0,03
C001697;202306;0,07
C001289;202307;0,03
C001761;202312;0,08
C001787;202411;0,12
C001881;202304;0,13
C001553;202311;0,06
C001164;202403;0,05
C001972;202407;0,1
C001979;202409;0,07
C000465;202408;0,19
C001679;202403;0,16
C000080;202312;0,15
C000435;202305;0,1
C001407;202310;0,11
C000521;202402;0,18
C001990;202312;0,06
C000700;202303;0,18
C001799;202306;0,05
C000409;202308;0,12
C000255;202401;0,09
C001623;202303;0,07
C001379;202402;0,12
C000865;202302;0,03
C000904;202310;0,1
C001365;202305;0,05
C000129;202303;0,12
C000494;202402;0,2
C000735;202408;0,2
C001824;202306;0,18
C001960;202302;0,19
C001701;202406;0,11
C000695;202410;0,12
C001937;202408;0,19
C000133;202404;0,08
C000728;202403;0,06
C000864;202307;0,19
C000984;202311;0,16
C001441;202402;0,13
C001896;202308;0,17
C000356;202408;0,09
C000524;202410;0,04
C001577;202303;0,03
C001630;202404;0,08
C000571;202309;0,1
C001600;202304;0,1
C001483;202311;0,07
C001666;202409;0,03
C001619;202302;0,08
C001872;202411;0,13
C000542;202302;0,08
C000444;202301;0,09
C000714;202404;0,09
C000020;202410;0,06
C001143;202410;0,05
C000237;202302;0,17
C001752;202306;0,13
C000308;202402;0,12
C000603;202411;0,08
C001272;202409;0,16
C000644;202406;0,04
C001451;202307;0,11
C001050;202304;0,15
C001736;202402;0,15
C000552;202407;0,14
C000046;202304;0,13
C001338;202308;0,18
C001523;202310;0,04
C001827;202405;0,04
C000086;202302;0,04
C001894;202304;0,16
C000835;202406;0,19
C001131;202309;0,04
C001216;202311;0,2
C001901;202310;0,02
C000337;202302;0,08
C000838;202305;0,07
C001468;202312;0,19
C000731;202412;0,14
C001913;202402;0,03
C001749;202309;0,15
C001370;202405;0,05
C000023;202310;0,02
C001239;202304;0,15
C000031;202310;0,09
C001999;202310;0,06
C000016;202309;0,17
C001223;202412;0,19
C000742;202404;0,15
C000021;202308;0,03
C000226;202411;0,05
C000257;202306;0,02
C000877;202305;0,03
C000680;202309;0,04
C001560;202406;0,1
C001766;202411;0,08
C000625;202406;0,16
C000733;202402;0,12
C001994;202312;0,18
C000284;202311;0,03
C001813;202310;0,05
C001841;202408;0,1
C000354;202411;0,17
C001309;202401;0,19
C001257;202401;0,03
C001286;202310;0,04
C001698;202407;0,06
C000256;202404;0,15
C000447;202401;0,05
C001607;202404;0,18
C000448;202408;0,19
C000685;202309;0,14
C001570;202410;0,14
C001223;202312;0,07
C001618;202306;0,13
C000416;202406;0,13
C001556;202408;0,03
C000717;202301;0,07
C001975;202312;0,19
C000131;202302;0,11
C001934;202312;0,16
C000550;202412;0,15
C000841;202305;0,17
C000530;202308;0,1
C000837;202306;0,12
C001758;202306;0,19
C001582;202303;0,15
C000890;202401;0,13
C000252;202412;0,09
C001514;202406;0,03
C001495;202307;0,06
C000940;202406;0,16
C001943;202306;0,03
C000118;202305;0,02
C001394;202309;0,09
C000146;202407;0,19
C001845;202401;0,13
C001259;202407;0,19
C000030;202303;0,16
C001585;202406;0,02
C001094;202305;0,14
C000396;202302;0,12
C000576;202304;0,02
C000714;202402;0,08
C000172;202304;0,19
C001157;202406;0,18
C001271;202408;0,1
C000887;202311;0,11
C000204;202409;0,15
C001709;202411;0,16
C000794;202405;0,03
C000972;202405;0,12
C000430;202406;0,13
C000360;202407;0,18
C001724;202301;0,19
C001982;202402;0,2
C001174;202306;0,08
C001694;202303;0,13
C001797;202406;0,18
C000594;202306;0,19
C001869;202303;0,08
C000675;202410;0,16
C001029;202303;0,06
C000828;202409;0,09
C001518;202310;0,12
C000304;202404;0,05
C001221;202403;0,09
C000414;202309;0,03
C001086;202412;0,03
C000154;202307;0,19
C000252;202312;0,12
C001203;202409;0,12
C000729;202304;0,14
C001559;202305;0,09
C001582;202311;0,1
C000211;202401;0,18
C001870;202301;0,17
C000582;202403;0,03
C001881;202303;0,12
C000882;202404;0,15
C000742;202402;0,11
C000143;202301;0,03
C001942;202401;0,15
C001529;202411;0,06
C000964;202306;0,11
C001319;202409;0,07
C000546;202306;0,14
C000226;202404;0,15
C001371;202309;0,19
C001853;202403;0,14
C000869;202301;0,12
C001789;202403;0,07
C001385;202302;0,12
C001688;202309;0,19
C000482;202301;0,09
C001625;202408;0,06
C000075;202412;0,02
C000055;202405;0,11
C001435;202406;0,09
C000757;202304;0,17
C001139;202402;0,05
C001787;202402;0,08
C001137;202308;0,06
C000994;202312;0,13
C001201;202407;0,17
C001029;202311;0,03
C001207;202410;0,06
C001218;202302;0,09
C000354;202404;0,07
C001693;202311;0,18
C001506;202307;0,05
C000962;202405;0,04
C000462;202303;0,12
C000927;202308;0,05
C001019;202310;0,03
C000812;202303;0,05
C001600;202303;0,19
C000683;202306;0,15
C000741;202407;0,05
C000439;202402;0,16
C001290;202408;0,08
C000320;202407;0,17
C001143;202307;0,03
C000803;202303;0,15
C000435;202406;0,03
C001258;202410;0,03
C000845;202406;0,18
C001033;202407;0,1
C000019;202309;0,14
C001178;202410;0,08
C000426;202408;0,02
C000484;202308;0,16
C000986;202410;0,12
C000789;202406;0,18
C001148;202302;0,11
C000075;202312;0,06
C000864;202405;0,05
C001865;202304;0,18
C001747;202304;0,04
C000046;202303;0,09
C000474;202402;0,06
C000050;202412;0,04
C001365;202406;0,19
C001189;202411;0,07
C000161;202406;0,14
C000715;202312;0,19
C001569;202308;0,19
C000833;202411;0,1
C001270;202302;0,16
C000370;202411;0,2
C000382;202311;0,12
C000325;202305;0,2
C001583;202308;0,1
C000450;202408;0,17
C000603;202402;0,17
C001596;202302;0,04
C000002;202307;0,13
C000805;202412;0,13
C000462;202311;0,1
C000732;202405;0,05
C001374;202303;0,03
C001358;202309;0,19
C000924;202305;0,06
C000929;202302;0,14
C001474;202301;0,18
C001944;202309;0,16
C000780;202403;0,18
C001264;202403;0,05
C000638;202308;0,09
C001937;202401;0,11
C001106;202411;0,03
C000356;202401;0,1
C000163;202302;0,1
C000803;202311;0,02
C000681;202411;0,13
C000722;202408;0,02
C001843;202301;0,1
C000277;202310;0,04
C000738;202310;0,08
C000048;202302;0,05
C001388;202311;0,15
C000730;202412;0,12
C001927;202308;0,05
C000882;202402;0,1
C001050;202311;0,19
C000689;202410;0,04
C001447;202405;0,16
C001837;202412;0,15
C001888;202307;0,05
C001638;202308;0,08
C001045;202404;0,18
C001728;202407;0,16
C000226;202402;0,11
C001007;202405;0,18
C001980;202401;0,15
C000768;202312;0,14
C000254;202301;0,12
C000676;202305;0,1
C001834;202410;0,16
C000926;202407;0,11
C000159;202308;0,06
C000336;202306;0,09
C000225;202406;0,12
C000374;202404;0,03
C000096;202408;0,13
C000619;202306;0,08
C000529;202401;0,15
C001766;202402;0,14
C001000;202411;0,1
C000877;202406;0,15
C001739;202409;0,04
C001395;202411;0,12
C001740;202408;0,03
C001866;202412;0,03
C001374;202311;0,2
C001421;202305;0,08
C001373;202309;0,06
C001469;202309;0,12
C000734;202305;0,17
C000146;202409;0,13
C001923;202401;0,06
C001877;202306;0,12
C000085;202409;0,09
C000477;202407;0,19
C000109;202301;0,11
C000481;202412;0,12
C001104;202406;0,18
C001475;202412;0,16
C000227;202406;0,07
C000207;202308;0,19
C001889;202408;0,08
C001370;202306;0,03
C001333;202302;0,04
C001011;202408;0,11
C000576;202303;0,05
C000649;202403;0,16
C000172;202303;0,05
C000392;202407;0,03
C000749;202408;0,12
C000581;202411;0,13
C001249;202405;0,12
C000015;202412;0,13
C001328;202403;0,17
C001301;202305;0,06
C000103;202404;0,14
C001649;202406;0,05
C000312;202302;0,07
C000675;202307;0,07
C000658;202304;0,11
C001866;202312;0,07
C001180;202307;0,06
C001383;202304;0,04
C000647;202301;0,15
C001273;202405;0,11
C000833;202404;0,04
C000481;202312;0,1
C001489;202409;0,19
C001475;202312;0,08
C000370;202404;0,13
C000729;202303;0,06
C000422;202401;0,02
C000330;202411;0,04
C001709;202402;0,13
C000125;202407;0,02
C000538;202403;0,03
C000817;202408;0,06
C001807;202301;0,03
C001580;202403;0,19
C000777;202404;0,15
C001094;202406;0,06
C001035;202401;0,04
C001594;202309;0,15
C000897;202304;0,11
C000690;202307;0,17
C001439;202404;0,04
C001592;202301;0,18
C000120;202305;0,06
C000172;202311;0,15
C000537;202308;0,03
C001113;202407;0,16
C001032;202411;0,04
C000681;202404;0,04
C001015;202301;0,08
C001012;202405;0,03
C001339;202305;0,07
C001281;202407;0,06
C000513;202407;0,14
C001384;202306;0,17
C000568;202405;0,08
C000702;202411;0,16
C001513;202309;0,06
C001207;202307;0,17
C000188;202408;0,1
C000366;202311;0,08
C001529;202402;0,18
C001885;202407;0,04
C001504;202309;0,12
C000565;202301;0,04
C000794;202306;0,03
C000972;202306;0,02
C000494;202403;0,05
C000531;202308;0,13
C000886;202302;0,09
C000338;202310;0,18
C000723;202306;0,14
C000942;202302;0,15
C000986;202307;0,1
C000790;202411;0,09
C000271;202412;0,13
C000957;202304;0,17
C000606;202301;0,05
C000669;202303;0,15
C001919;202301;0,12
C000884;202407;0,04
C000455;202406;0,16
C000308;202403;0,07
C000298;202304;0,17
C001030;202302;0,15
C000255;202410;0,17
C001525;202409;0,03
C000880;202408;0,09
C000322;202412;0,05
C000757;202311;0,12
C000428;202411;0,16
C000315;202406;0,06
C001143;202405;0,04
C001727;202410;0,11
C000090;202304;0,11
C001188;202405;0,09
C000685;202412;0,12
C001625;202401;0,09
C000581;202404;0,17
C000899;202310;0,17
C000849;202406;0,18
C001832;202303;0,1
C001171;202309;0,16
C001445;202308;0,18
C000944;202405;0,09
C001511;202408;0,15
C001389;202310;0,19
C000526;202309;0,04
C001189;202402;0,11
C000679;202301;0,09
C000833;202402;0,09
C001971;202409;0,07
C000150;202407;0,07
C001404;202410;0,16
C001014;202311;0,07
C001294;202308;0,14
C001587;202312;0,1
C000138;202402;0,1
C000499;202311;0,2
C000962;202306;0,14
C000330;202404;0,13
C001584;202407;0,05
C000634;202302;0,06
C001423;202310;0,1
C000999;202304;0,02
C000587;202410;0,14
C001071;202303;0,09
C001692;202407;0,1
C001210;202401;0,04
C001865;202311;0,05
C000612;202404;0,04
C001499;202409;0,18
C001846;202308;0,04
C000685;202312;0,07
C001439;202402;0,05
C001250;202312;0,06
C001946;202410;0,09
C000733;202403;0,04
C001552;202411;0,17
C001410;202405;0,08
C001312;202411;0,14
C001168;202406;0,15
C000924;202406;0,07
C000272;202401;0,05
C001812;202310;0,14
C000355;202301;0,17
C001032;202404;0,13
C001725;202410;0,19
C001457;202310;0,12
C000864;202306;0,11
C000348;202404;0,2
C000419;202305;0,19
C000214;202401;0,13
C000007;202407;0,15
C000954;202411;0,19
C001888;202405;0,05
C000358;202308;0,06
C001224;202301;0,08
C001233;202412;0,17
C000155;202405;0,04
C001496;202406;0,13
C000282;202408;0,14
C001617;202409;0,07
C000951;202309;0,06
C000432;202301;0,08
C000184;202301;0,06
C001589;202408;0,04
C000133;202403;0,19
C000711;202305;0,2
C000541;202404;0,19
C001940;202305;0,2
C001000;202402;0,05
C001411;202412;0,09
C001395;202402;0,03
C000553;202308;0,12
C001630;202403;0,06
C001542;202407;0,07
C000517;202411;0,06
C001071;202311;0,17
C000004;202404;0,17
C001128;202406;0,06
C000790;202404;0,03
C000414;202312;0,17
C000658;202303;0,17
C000860;202305;0,12
C000534;202306;0,09
C000400;202306;0,09
C000351;202402;0,15
C001931;202311;0,09
C000029;202307;0,1
C000956;202312;0,15
C001383;202303;0,18
C001982;202403;0,12
C000955;202303;0,07
C001447;202306;0,08
C001673;202310;0,1
C000143;202309;0,13
C000670;202301;0,18
C001788;202403;0,16
C000836;202307;0,07
C001007;202306;0,16
C001712;202301;0,18
C000261;202406;0,13
C000800;202410;0,19
C000897;202303;0,08
C000393;202312;0,06
C000190;202409;0,09
C001411;202312;0,1
C000674;202301;0,17
C000019;202412;0,09
C001845;202410;0,19
C000349;202409;0,13
C001764;202306;0,11
C001180;202405;0,19
C001778;202409;0,03
C000592;202305;0,06
C000475;202409;0,07
C000786;202412;0,03
C001301;202406;0,08
C001463;202406;0,09
C001798;202301;0,12
C001611;202312;0,18
C000742;202403;0,12
C001852;202411;0,19
C000179;202304;0,19
C001663;202408;0,19
C001459;202409;0,08
C000224;202305;0,04
C000690;202405;0,08
C001633;202312;0,16
C001383;202311;0,13
C001448;202406;0,08
C001998;202309;0,19
C001139;202403;0,12
C000456;202301;0,09
C001249;202306;0,17
C001552;202404;0,05
C001829;202407;0,17
C001032;202402;0,06
C001242;202408;0,1
C001775;202309;0,2
C001307;202412;0,04
C000076;202312;0,09
C001988;202410;0,15
C001308;202404;0,2
C000348;202402;0,07
C000509;202309;0,09
C001380;202408;0,19
C000884;202409;0,07
C001969;202304;0,2
C001689;202406;0,19
C001420;202301;0,14
C000120;202406;0,13
C001207;202405;0,06
C000889;202401;0,18
C000249;202408;0,19
C001340;202301;0,17
C000954;202404;0,07
C000195;202407;0,08
C000306;202402;0,08
C001965;202408;0,15
C001520;202308;0,03
C001081;202302;0,12
C001339;202406;0,06
C000123;202309;0,16
C000720;202405;0,06
C001517;202310;0,19
C000616;202408;0,14
C001100;202401;0,02
C001172;202407;0,12
C000693;202409;0,14
C001501;202312;0,04
C000173;202309;0,19
C000090;202303;0,17
C000474;202403;0,19
C001073;202305;0,05
C001856;202310;0,04
C000688;202312;0,09
C001519;202307;0,12
C000269;202401;0,04
C000449;202306;0,19
C001872;202403;0,07
C001307;202312;0,05
C000871;202311;0,09
C001478;202409;0,19
C000519;202311;0,07
C000018;202304;0,18
C001703;202411;0,1
C001551;202408;0,18
C001805;202409;0,16
C000487;202405;0,07
C001404;202307;0,17
C000162;202305;0,14
C000520;202306;0,14
C000603;202403;0,03
C000568;202306;0,11
C001227;202310;0,14
C000059;202310;0,05
C000066;202309;0,14
C000039;202406;0,17
C000140;202312;0,02
C000999;202303;0,12
C000081;202305;0,16
C000557;202406;0,18
C000850;202309;0,17
C001844;202412;0,06
C001324;202307;0,1
C000010;202412;0,1
C001126;202411;0,12
C001830;202411;0,09
C001946;202307;0,08
C000072;202309;0,05
C000495;202412;0,1
C001322;202303;0,04
C001735;202408;0,18
C000895;202407;0,14
C000882;202403;0,03
C001503;202304;0,16
C000124;202404;0,15
C001428;202310;0,14
C000661;202404;0,19
C001150;202409;0,04
C001107;202407;0,02
C000354;202403;0,07
C000987;202310;0,19
C000342;202312;0,14
C000991;202301;0,04
C000220;202308;0,19
C000010;202312;0,16
C001650;202309;0,12
C001760;202305;0,13
C001849;202408;0,04
C000071;202411;0,2
C001898;202411;0,18
C001110;202412;0,06
C001177;202404;0,06
C001309;202307;0,13
C000442;202301;0,08
C000350;202411;0,05
C000548;202303;0,16
C001424;202302;0,05
C001824;202301;0,15
C001449;202408;0,13
C000898;202412;0,05
C001257;202307;0,15
C000218;202301;0,17
C000958;202411;0,16
C000135;202408;0,08
C001690;202310;0,15
C000627;202406;0,19
C001925;202302;0,08
C000560;202301;0,18
C000447;202307;0,14
C000870;202305;0,06
C000865;202304;0,06
C001067;202409;0,05
C000068;202310;0,14
C000419;202406;0,16
C000667;202308;0,1
C000907;202412;0,15
C001541;202409;0,05
C001154;202403;0,11
C001089;202402;0,13
C001821;202308;0,02
C000132;202407;0,09
C000290;202306;0,11
C000503;202407;0,14
C000890;202307;0,18
C001923;202410;0,17
C001742;202305;0,16
C000241;202302;0,06
C001539;202311;0,06
C001619;202304;0,1
C000141;202405;0,11
C000502;202308;0,19
C000168;202412;0,1
C001703;202404;0,04
C001486;202308;0,03
C000878;202308;0,2
C000496;202405;0,03
C000237;202304;0,05
C001902;202411;0,13
C001493;202309;0,16
C000427;202303;0,04
C000182;202406;0,11
C001217;202309;0,05
C000155;202306;0,17
C000836;202405;0,09
C000548;202311;0,04
C001034;202405;0,11
C000086;202304;0,05
C001536;202302;0,04
C000968;202403;0,14
C001570;202306;0,19
C001607;202304;0,2
C000747;202409;0,06
C000352;202305;0,19
C001126;202404;0,14
C000337;202304;0,13
C001978;202301;0,05
C000774;202409;0,04
C001075;202408;0,17
C000611;202402;0,14
C001790;202312;0,17
C001950;202310;0,1
C001017;202312;0,15
C000772;202408;0,07
C000935;202401;0,17
C001858;202409;0,16
C000084;202310;0,11
C001852;202402;0,08
C000448;202410;0,16
C000168;202312;0,04
C001426;202301;0,06
C000422;202410;0,19
C001819;202305;0,06
C000595;202404;0,14
C000606;202309;0,05
C001515;202305;0,19
C000144;202302;0,19
C001969;202303;0,11
C001648;202303;0,13
C000385;202302;0,16
C001035;202410;0,07
C001295;202312;0,2
C001808;202407;0,08
C000775;202308;0,2
C001156;202312;0,17
C000661;202402;0,12
C001882;202407;0,15
C000008;202409;0,14
C000260;202406;0,14
C000259;202311;0,17
C001152;202412;0,05
C000511;202407;0,19
C000992;202303;0,09
C001618;202301;0,09
C000792;202304;0,17
C001543;202304;0,13
C000746;202307;0,2
C000855;202409;0,06
C000171;202307;0,14
C001304;202407;0,18
C001958;202403;0,06
C001898;202404;0,18
C001180;202306;0,16
C000350;202404;0,11
C001663;202401;0,16
C001105;202302;0,03
C000328;202411;0,14
C001115;202402;0,12
C001492;202312;0,07
C001656;202309;0,14
C000018;202303;0,11
C001771;202302;0,04
C001823;202307;0,06
C000050;202308;0,11
C001943;202301;0,08
C000915;202304;0,17
C001240;202305;0,19
C000200;202402;0,16
C001535;202401;0,14
C001300;202304;0,08
C001206;202308;0,02
C001538;202305;0,14
C001229;202305;0,06
C000142;202311;0,09
C000479;202411;0,09
C001247;202309;0,03
C001967;202411;0,16
C000690;202306;0,14
C001609;202401;0,06
C000012;202404;0,17
C001242;202401;0,11
C001189;202403;0,09
C001597;202301;0,03
C001152;202312;0,15
C000562;202404;0,16
C000925;202402;0,03
C000698;202310;0,08
C000833;202403;0,12
C001380;202401;0,16
C001544;202407;0,19
C000598;202409;0,14
C000396;202304;0,09
C000033;202310;0,1
C001769;202309;0,15
C000827;202309;0,03
C001863;202310;0,12
C000466;202310;0,19
C001796;202412;0,08
C001965;202401;0,1
C001404;202405;0,02
C001916;202304;0,19
C000950;202305;0,04
C001275;202411;0,15
C001503;202303;0,13
C000286;202307;0,06
C000840;202412;0,08
C001900;202408;0,12
C000941;202307;0,08
C001070;202412;0,05
C000811;202304;0,11
C001439;202403;0,02
C000209;202303;0,04
C000380;202405;0,07
C000291;202304;0,1
C000045;202312;0,05
C000735;202307;0,02
C001126;202402;0,13
C001937;202307;0,14
C001622;202302;0,04
C000356;202307;0,15
C001085;202408;0,04
C001057;202312;0,08
C001178;202306;0,19
C000081;202406;0,12
C001551;202401;0,16
C000274;202310;0,1
C001293;202407;0,19
C000946;202301;0,09
C001355;202411;0,12
C001731;202305;0,14
C001768;202308;0,09
C000411;202401;0,12
C000784;202307;0,11
C001438;202409;0,06
C000487;202306;0,05
C001412;202306;0,11
C001088;202411;0,11
C000206;202402;0,03
C001120;202412;0,13
C001000;202403;0,16
C000064;202411;0,04
C000492;202404;0,14
C001147;202407;0,14
C001669;202309;0,03
C001311;202406;0,19
C000865;202303;0,15
C000670;202309;0,19
C000686;202409;0,12
